accuracy_score;cost_per_task_cents;task_complexity;execution_time_seconds;;;
0.4;0.0561;10;149.67;;;
0.433;0.0178;8;39.28;;;
0.6627;0.0095;5;17.65;;;
0.7631;0.0143;3;34.3;;;
0.5229;0.0542;7;148.66;;;
0.6943;0.014;5;32.37;;;
0.5697;0.0163;5;38.92;;;
0.584;0.0203;5;50.63;;;
0.5109;0.0393;7;106.08;;;
0.6737;0.0118;3;27.44;;;
0.6476;0.0128;6;25.76;;;
0.4;0.0216;8;50.51;;;
0.643;0.014;6;30.67;;;
0.4;0.0407;10;102.78;;;
0.4;0.0402;10;101.75;;;
0.4;0.0282;9;68.87;;;
0.6076;0.0269;4;70.94;;;
0.4431;0.0163;8;35.17;;;
0.4697;0.0161;8;33.94;;;
0.5416;0.0118;6;24.97;;;
0.4;0.0429;10;109.22;;;
0.5086;0.0254;6;64.69;;;
0.6941;0.0098;5;19.07;;;
0.4;0.0179;9;38.18;;;
0.5514;0.0126;7;24.34;;;
0.7091;0.011;4;25.52;;;
0.6905;0.0118;4;27.98;;;
0.5048;0.0124;7;24.05;;;
0.5475;0.0265;7;65.81;;;
0.79;0.0165;3;40.74;;;
0.4;0.0221;10;48.23;;;
0.6813;0.0128;4;29.13;;;
0.7591;0.0122;3;29.11;;;
0.5481;0.0116;8;20.44;;;
0.8462;0.0109;2;26.68;;;
0.6529;0.0134;5;31.24;;;
0.4;0.026;9;61.01;;;
0.8347;0.005;3;7.45;;;
0.4964;0.0281;7;71.79;;;
0.6336;0.0193;5;47.28;;;
0.703;0.0171;4;42.96;;;
0.7771;0.0115;3;27.72;;;
0.547;0.0141;6;30.88;;;
0.4;0.0412;9;107.19;;;
0.7575;0.0077;2;16.92;;;
0.4;0.0178;10;35.27;;;
0.7233;0.0084;4;16.24;;;
0.5593;0.0209;6;49.61;;;
0.6831;0.0097;3;21.12;;;
0.7295;0.0069;4;11.94;;;
0.6697;0.0361;4;100.09;;;
0.4;0.0229;10;51.76;;;
0.6346;0.0145;5;31.7;;;
0.5844;0.0164;5;38.54;;;
0.7769;0.0275;4;74.38;;;
0.4;0.0351;10;88.95;;;
0.7898;0.0106;2;26.44;;;
0.7078;0.0086;3;19.48;;;
0.5641;0.014;6;30.31;;;
0.6816;0.0135;3;33.44;;;
0.4;0.0383;9;98.53;;;
0.5924;0.0175;6;40.66;;;
0.8594;0.0027;2;1.79;;;
0.4;0.0286;10;69.29;;;
0.6758;0.0119;4;24.84;;;
0.555;0.0309;6;80.61;;;
0.7576;0.0172;3;43.71;;;
0.5303;0.027;7;69;;;
0.4097;0.0405;8;105.29;;;
0.6956;0.0193;4;49.81;;;
0.866;0.0104;2;24.05;;;
0.7047;0.0119;4;26.39;;;
0.5528;0.0145;5;31.57;;;
0.6075;0.0222;6;55.07;;;
0.8387;0.013;2;34.44;;;
0.7004;0.0092;5;16.07;;;
0.7314;0.023;4;59.6;;;
0.7302;0.0133;3;31.49;;;
0.7053;0.0132;4;31.65;;;
0.5982;0.0219;6;53.1;;;
0.4;0.0322;9;80.08;;;
0.6083;0.0357;6;95.17;;;
0.4;0.0319;8;80.41;;;
0.4762;0.026;8;61.34;;;
0.4632;0.019;8;41.78;;;
0.5333;0.0214;6;51.1;;;
0.7285;0.0113;5;22.71;;;
0.4;0.0329;10;82.01;;;
0.6853;0.009;3;18.75;;;
0.5983;0.027;6;69.37;;;
0.5169;0.0144;7;29.01;;;
0.5422;0.0268;7;65.55;;;
0.4874;0.0201;7;46.39;;;
0.5669;0.0148;6;33.17;;;
0.4142;0.0255;9;59.3;;;
0.5025;0.0269;8;63.94;;;
0.4829;0.0124;7;24.17;;;
0.587;0.0109;6;20.68;;;
0.4;0.0536;9;143.05;;;
0.4642;0.0462;7;127.12;;;
0.6325;0.0164;6;37.16;;;
0.4869;0.0169;8;35.59;;;
0.6914;0.0318;4;85.31;;;
0.6759;0.0167;4;41.84;;;
0.669;0.0227;4;59.57;;;
0.6207;0.0172;5;40.71;;;
0.767;0.0125;3;29.9;;;
0.6514;0.0262;4;68.37;;;
0.551;0.0199;6;46.47;;;
0.7539;0.0158;4;38.5;;;
0.5977;0.0208;7;48.75;;;
0.6228;0.0116;6;22.03;;;
0.5165;0.0142;7;28.22;;;
0.7307;0.0093;3;21.22;;;
0.6401;0.0131;4;30.89;;;
0.5557;0.0174;6;38.21;;;
0.551;0.0099;6;17.08;;;
0.7491;0.0118;4;25.2;;;
0.7378;0.0093;4;20.08;;;
0.567;0.015;7;32.17;;;
0.4528;0.0131;8;23.08;;;
0.5858;0.0108;4;22.47;;;
0.618;0.0162;6;36.15;;;
0.5488;0.0178;7;41.5;;;
0.6696;0.0107;5;21.24;;;
0.6291;0.0171;5;40.07;;;
0.5151;0.0112;6;22.49;;;
0.6733;0.0178;5;44.47;;;
0.4;0.0211;10;44.02;;;
0.5087;0.0185;8;40.52;;;
0.8568;0.0065;2;12.36;;;
0.5297;0.0298;7;76.8;;;
0.4;0.0242;9;53.99;;;
0.4773;0.0266;8;65.6;;;
0.7766;0.0193;4;48.49;;;
0.8095;0.008;2;18.5;;;
0.4477;0.01;7;15.69;;;
0.6126;0.0249;6;61.48;;;
0.6172;0.02;5;48.48;;;
0.5367;0.013;6;26.59;;;
0.5455;0.031;7;79.07;;;
0.4;0.0248;10;56.74;;;
0.6637;0.0258;5;66.82;;;
0.4426;0.0167;7;34.29;;;
0.5744;0.0194;6;47.36;;;
0.5457;0.0181;8;37.8;;;
0.5602;0.01;6;17.78;;;
0.5982;0.012;6;23.65;;;
0.7548;0.0126;4;27.94;;;
0.4953;0.0332;8;84.12;;;
0.6564;0.0115;5;22.25;;;
0.4939;0.016;8;32.69;;;
0.4;0.0245;9;56.54;;;
0.6227;0.024;6;61.43;;;
0.709;0.0141;3;35.38;;;
0.4707;0.0175;7;37.94;;;
0.415;0.0248;8;60.84;;;
0.4952;0.0257;8;63.97;;;
0.7616;0.0091;3;19.09;;;
0.4098;0.0163;8;32.21;;;
0.468;0.0333;8;83.36;;;
0.578;0.016;5;37.62;;;
0.7802;0.0112;3;26.52;;;
0.4658;0.0201;8;44.14;;;
0.7717;0.0108;2;26.17;;;
0.8498;0.0123;3;28.74;;;
0.7627;0.0105;3;25.18;;;
0.7415;0.0227;4;57.79;;;
0.5025;0.0256;7;61.58;;;
0.4564;0.0199;8;44.97;;;
0.5508;0.013;7;24.9;;;
0.6405;0.0146;4;34.89;;;
0.542;0.0113;6;21.44;;;
0.5519;0.0183;6;42.65;;;
0.56;0.0231;6;57.32;;;
0.4684;0.0196;8;44.03;;;
0.6276;0.0137;5;31.36;;;
0.5433;0.0343;6;91.04;;;
0.507;0.0184;7;41.38;;;
0.7006;0.0122;5;24.05;;;
0.6956;0.0145;3;37.56;;;
0.6128;0.0159;5;37.94;;;
0.4;0.0257;9;61.35;;;
0.5634;0.0153;7;31.33;;;
0.5648;0.0133;6;28.37;;;
0.4;0.0169;10;32.11;;;
0.4109;0.035;8;89.41;;;
0.4717;0.0224;8;53.02;;;
0.6631;0.0125;5;27.28;;;
0.4;0.021;9;47.62;;;
0.6535;0.0111;3;24.42;;;
0.8098;0.008;2;17.6;;;
0.4682;0.02;8;43.67;;;
0.6238;0.0123;5;25.23;;;
0.5257;0.0136;7;26.62;;;
0.6544;0.0132;5;29.46;;;
0.4;0.0262;9;62.13;;;
0.6603;0.0086;5;15.27;;;
0.7944;0.0087;3;19.88;;;
0.4;0.0255;10;57.72;;;
0.6758;0.0161;5;38.9;;;
0.667;0.0213;5;53.14;;;
0.444;0.0106;7;18.19;;;
0.8655;0.0152;3;38.21;;;
0.6258;0.0153;5;35.56;;;
0.6306;0.01;6;18.98;;;
0.4405;0.0171;7;37.55;;;
0.6739;0.0118;4;27.09;;;
0.716;0.0109;4;23.07;;;
0.5874;0.0274;5;70.98;;;
0.5232;0.0427;7;115.06;;;
0.5907;0.0317;7;81.54;;;
0.7215;0.0141;3;36.48;;;
0.8201;0.0099;3;22.5;;;
0.4;0.0201;10;43.23;;;
0.4138;0.0269;8;65.28;;;
0.4;0.0226;9;51.33;;;
0.7294;0.0149;3;37.12;;;
0.654;0.0093;4;18.26;;;
0.525;0.0284;6;73.5;;;
0.4;0.0419;9;108.37;;;
0.7536;0.0088;3;19.88;;;
0.7922;0.0107;3;22.89;;;
0.5721;0.0108;6;19.94;;;
0.5917;0.0356;7;93.78;;;
0.4824;0.0161;8;33.44;;;
0.4;0.0262;9;62.77;;;
0.656;0.0207;5;51.23;;;
0.7031;0.0206;5;50.98;;;
0.5006;0.0275;8;68.17;;;
0.4;0.0197;10;41.83;;;
0.8059;0.0066;3;12.17;;;
0.7204;0.009;4;19.56;;;
0.7716;0.013;3;31.68;;;
0.6186;0.027;7;66.33;;;
0.7509;0.0289;4;78.15;;;
0.5256;0.0114;8;19.44;;;
0.5605;0.0216;6;52.92;;;
0.4544;0.0205;8;47.2;;;
0.8034;0.0079;2;19.43;;;
0.7205;0.0244;4;62.41;;;
0.7696;0.0127;3;33.26;;;
0.4;0.0194;9;41.42;;;
0.7651;0.0166;4;39.69;;;
0.4479;0.023;9;53.02;;;
0.7787;0.0173;4;43.49;;;
0.4071;0.0214;8;49.54;;;
0.7073;0.0119;5;25.09;;;
0.5812;0.0087;5;16.02;;;
0.5941;0.0258;5;65.15;;;
0.785;0.0111;3;25.89;;;
0.5556;0.0177;8;38.93;;;
0.4;0.0142;9;24.2;;;
0.4427;0.0213;9;48.95;;;
0.7477;0.0121;3;29.01;;;
0.5221;0.0201;6;48.57;;;
0.5367;0.0229;7;55.77;;;
0.4159;0.0464;9;122.67;;;
0.6005;0.0177;6;42.69;;;
0.4;0.0193;9;42.19;;;
0.8126;0.008;3;15.7;;;
0.5401;0.0225;7;53.57;;;
0.4689;0.0209;7;48.69;;;
0.5792;0.0295;6;76.47;;;
0.4;0.0199;10;42.82;;;
0.5528;0.0282;6;72.68;;;
0.4914;0.0428;7;114.59;;;
0.4038;0.0316;9;78.42;;;
0.465;0.0189;8;39.85;;;
0.512;0.0131;7;25.83;;;
0.5238;0.0189;6;44.84;;;
0.4161;0.0169;8;35.24;;;
0.5191;0.0093;6;15.76;;;
0.5623;0.0233;6;57.03;;;
0.4153;0.0168;8;35.34;;;
0.4476;0.0181;8;42.28;;;
0.4;0.0181;9;36.56;;;
0.532;0.0146;6;33.45;;;
0.4;0.0206;10;43.51;;;
0.7312;0.0115;5;22.93;;;
0.4928;0.0161;7;33.86;;;
0.7561;0.0161;3;40.28;;;
0.533;0.0251;7;62.32;;;
0.8941;0.01;2;24.46;;;
0.5354;0.0256;5;65.84;;;
0.4102;0.0143;9;26.57;;;
0.4505;0.0306;9;75.56;;;
0.5985;0.0131;6;26.22;;;
0.5588;0.0159;5;36.25;;;
0.8027;0.0133;2;34.82;;;
0.498;0.0326;6;86.57;;;
0.6673;0.0088;6;15.43;;;
0.4;0.039;9;100.98;;;
0.6583;0.0263;5;68.39;;;
0.4655;0.0174;7;38.35;;;
0.5124;0.0234;7;56.19;;;
0.5007;0.0152;6;32.48;;;
0.7734;0.0116;3;27.99;;;
0.6166;0.0134;5;29.63;;;
0.4;0.0221;10;48.11;;;
0.5414;0.0238;6;58.15;;;
0.6142;0.0307;6;80.03;;;
0.5175;0.0198;7;46.58;;;
0.7972;0.0126;2;31.71;;;
0.4;0.0398;9;102.83;;;
0.5712;0.0155;6;35.93;;;
0.5026;0.0197;7;45.4;;;
0.4;0.029;10;68.92;;;
0.4233;0.0204;7;48.56;;;
0.7728;0.0236;3;61.25;;;
0.5525;0.0054;6;5.79;;;
0.5362;0.0149;6;32.57;;;
0.6366;0.0164;5;37.23;;;
0.5176;0.0187;6;45.81;;;
0.6834;0.0166;4;41.89;;;
0.4725;0.0191;8;43.26;;;
0.6156;0.017;6;38.43;;;
0.6218;0.0073;5;11.84;;;
0.5496;0.0181;7;41.33;;;
0.8229;0.0066;3;10.66;;;
0.4;0.0403;10;102.83;;;
0.4202;0.0361;8;93.08;;;
0.6937;0.0128;4;29.02;;;
0.4403;0.016;7;34.12;;;
0.4001;0.0248;8;58;;;
0.8982;0.01;2;24.55;;;
0.4502;0.032;8;81.42;;;
0.6563;0.0266;4;71.66;;;
0.4154;0.0222;9;50.64;;;
0.6436;0.0222;4;56.17;;;
0.4659;0.0362;8;92.34;;;
0.5738;0.0466;7;124.64;;;
0.5947;0.0106;5;21.62;;;
0.5766;0.0313;7;79.45;;;
0.577;0.0156;5;35.75;;;
0.4;0.0315;8;79.75;;;
0.4164;0.0181;8;38.53;;;
0.4873;0.0146;7;29.05;;;
0.6042;0.0164;5;38.71;;;
0.7654;0.0086;2;19.41;;;
0.5837;0.0123;5;24.92;;;
0.6699;0.0118;3;26.85;;;
0.6658;0.0266;4;70.56;;;
0.7758;0.0311;4;84.16;;;
0.4;0.024;10;52.84;;;
0.5043;0.0304;7;78.19;;;
0.6961;0.0174;3;45.25;;;
0.4;0.0168;10;31.7;;;
0.4799;0.0195;6;46.39;;;
0.4708;0.0225;8;52.22;;;
0.4;0.0237;9;54.91;;;
0.6956;0.0164;4;40.44;;;
0.7982;0.0095;2;22.07;;;
0.5562;0.0134;7;27.23;;;
0.7846;0.0151;3;37.65;;;
0.4;0.0378;10;95.3;;;
0.4;0.0378;9;96.28;;;
0.7668;0.0202;4;52.57;;;
0.7202;0.0157;4;40.3;;;
0.4587;0.027;7;65.97;;;
0.7529;0.0077;2;17.02;;;
0.4;0.0286;9;68.31;;;
0.4784;0.0212;8;49.68;;;
0.6586;0.0201;4;51.22;;;
0.8176;0.0136;2;34.08;;;
0.4;0.0298;8;72.7;;;
0.592;0.0145;6;32.41;;;
0.4;0.0166;9;32.92;;;
0.5281;0.0181;8;40.41;;;
0.606;0.0156;5;36.57;;;
0.7646;0.0235;3;63.57;;;
0.4;0.0217;9;48.76;;;
0.6242;0.0147;5;34.32;;;
0.7233;0.0129;4;30.57;;;
0.4438;0.0195;9;42.35;;;
0.4142;0.0311;8;79.27;;;
0.6766;0.0122;4;27.37;;;
0.6253;0.0078;5;12.55;;;
0.456;0.0135;7;25.5;;;
0.4;0.0318;10;77.19;;;
0.613;0.0164;6;36.86;;;
0.437;0.0257;9;61.65;;;
0.8271;0.0081;2;17.79;;;
0.5112;0.0133;5;30.07;;;
0.6783;0.009;3;20.73;;;
0.5444;0.025;5;64.77;;;
0.4436;0.0218;8;50.51;;;
0.6003;0.0109;6;22.47;;;
0.5123;0.0216;9;48.04;;;
0.6545;0.0201;5;48.29;;;
0.502;0.0207;6;50.21;;;
0.8184;0.0133;3;33.07;;;
0.6034;0.0197;6;47.75;;;
0.5314;0.0234;7;56.59;;;
0.4194;0.0215;9;48.04;;;
0.4761;0.0126;6;26.2;;;
0.468;0.042;8;110.46;;;
0.4;0.0313;9;77.03;;;
0.4224;0.023;9;53.35;;;
0.5491;0.0233;6;57.83;;;
0.4953;0.0336;7;86.83;;;
0.6188;0.0082;6;12.98;;;
0.4192;0.0213;8;49.22;;;
0.7062;0.0177;3;44.36;;;
0.465;0.0353;8;90.78;;;
0.8181;0.0069;3;12.83;;;
0.54;0.015;6;33.09;;;
0.4075;0.0453;9;117.61;;;
0.7016;0.0087;4;17.27;;;
0.6262;0.0206;6;49.34;;;
0.7518;0.0129;3;30.87;;;
0.5034;0.0196;7;43.99;;;
0.4748;0.0166;7;35.55;;;
0.6945;0.0158;5;36;;;
0.7602;0.0134;4;31.87;;;
0.7972;0.0129;3;32.46;;;
0.8587;0.0102;2;24.5;;;
0.6449;0.0184;4;46.36;;;
0.5293;0.0221;7;52.96;;;
0.734;0.0122;4;28.1;;;
0.5685;0.0151;6;32.27;;;
0.5977;0.0281;6;72.4;;;
0.5207;0.019;8;44.67;;;
0.6202;0.0245;5;62.43;;;
0.4;0.0375;8;96.79;;;
0.8124;0.014;2;35.59;;;
0.6653;0.015;4;34.32;;;
0.831;0.0115;2;28.37;;;
0.6128;0.0109;5;21.19;;;
0.6625;0.0231;5;58.37;;;
0.4983;0.0138;7;26.56;;;
0.6041;0.0114;5;23.64;;;
0.4859;0.0327;8;81.54;;;
0.6154;0.0199;6;46.33;;;
0.594;0.0116;6;23.16;;;
0.5455;0.0128;7;23.99;;;
0.6229;0.0123;5;26.42;;;
0.6788;0.0109;6;20.69;;;
0.7057;0.0158;4;38.4;;;
0.6197;0.0241;5;61.4;;;
0.6317;0.016;6;37.74;;;
0.4988;0.013;7;25.68;;;
0.5668;0.0237;6;59;;;
0.7594;0.0089;4;18.33;;;
0.6388;0.0175;5;42.11;;;
0.7083;0.015;3;36.76;;;
0.5375;0.0105;6;19.9;;;
0.8178;0.0231;3;60.12;;;
0.7829;0.0164;3;41.91;;;
0.4;0.0281;8;68.94;;;
0.8177;0.0091;2;21.03;;;
0.6681;0.0206;4;52.85;;;
0.4447;0.0193;8;43.91;;;
0.4;0.0327;10;80.05;;;
0.6141;0.0176;4;42.91;;;
0.5471;0.0128;7;24.54;;;
0.7965;0.0202;3;52.87;;;
0.4;0.0269;10;63.29;;;
0.4832;0.0125;6;23.93;;;
0.5712;0.0176;6;40.7;;;
0.6947;0.0174;5;41.5;;;
0.4635;0.0355;7;93.76;;;
0.6267;0.0312;6;81.11;;;
0.4;0.0389;9;101.29;;;
0.742;0.013;3;30.98;;;
0.7172;0.0197;5;48.52;;;
0.5512;0.0179;6;40.62;;;
0.5329;0.0129;6;25.98;;;
0.4837;0.0386;8;99.7;;;
0.6939;0.0106;4;23.98;;;
0.6646;0.016;5;37.76;;;
0.4;0.0191;10;39.14;;;
0.8512;0.0057;2;10.63;;;
0.7527;0.0087;3;17.91;;;
0.722;0.0162;3;41.1;;;
0.5804;0.0165;4;39.78;;;
0.5712;0.0312;6;82.64;;;
0.5605;0.0102;5;20.52;;;
0.633;0.0114;5;22.53;;;
0.6869;0.0143;4;33.57;;;
0.7463;0.013;3;31.89;;;
0.4732;0.0175;7;38.97;;;
0.6033;0.0136;5;29.86;;;
0.4;0.0298;10;71.69;;;
0.5195;0.0189;6;46.52;;;
0.6038;0.019;5;47.79;;;
0.5435;0.0297;7;77.05;;;
0.9212;0.0095;3;21.88;;;
0.4;0.0354;9;89.86;;;
0.4774;0.051;8;137.16;;;
0.4467;0.0179;9;36.16;;;
0.4062;0.0518;9;137.86;;;
0.8128;0.0105;2;25.97;;;
0.5725;0.026;5;67.74;;;
0.512;0.0274;7;69.3;;;
0.7391;0.0073;3;15.21;;;
0.5344;0.0211;8;47.75;;;
0.5648;0.0335;6;88.96;;;
0.7694;0.0131;2;33.4;;;
0.4;0.0186;10;36.34;;;
0.6299;0.0116;4;26.89;;;
0.5821;0.0133;6;27.31;;;
0.8557;0.0124;2;32.07;;;
0.4;0.0237;10;53.77;;;
0.6341;0.0074;4;13.86;;;
0.4281;0.019;8;42.16;;;
0.6071;0.014;5;30.67;;;
0.865;0.0084;2;19.6;;;
0.6484;0.0268;5;70.26;;;
0.4;0.0199;9;43.44;;;
0.7259;0.0161;3;38.87;;;
0.7336;0.0207;3;54.64;;;
0.4808;0.0173;7;39.4;;;
0.7194;0.0116;3;26.21;;;
0.4;0.0155;9;29.89;;;
0.5814;0.0229;7;57.51;;;
0.6173;0.0121;5;26.16;;;
0.6631;0.0109;6;22.45;;;
0.6582;0.0196;5;48.26;;;
0.7337;0.0081;4;15.11;;;
0.6098;0.0095;4;19.6;;;
0.5593;0.026;5;67.44;;;
0.5292;0.0174;7;38.81;;;
0.7599;0.0079;3;16.79;;;
0.48;0.0166;7;35.63;;;
0.7548;0.0116;3;27.94;;;
0.7701;0.0148;3;37.1;;;
0.6628;0.0213;5;53.67;;;
0.4022;0.0147;9;29.26;;;
0.6485;0.0304;4;82.62;;;
0.5101;0.0179;8;38.3;;;
0.7372;0.0274;4;72.82;;;
0.7453;0.0123;4;27.56;;;
0.7647;0.0092;3;21.83;;;
0.5397;0.0453;7;121.58;;;
0.7422;0.0154;3;37.44;;;
0.4;0.0241;10;55.93;;;
0.4;0.0196;10;40.81;;;
0.6551;0.0204;5;49.75;;;
0.6387;0.0257;4;67.89;;;
0.4;0.0208;8;47.57;;;
0.7187;0.0086;3;19.18;;;
0.5402;0.0424;7;113.98;;;
0.5895;0.0167;6;38.45;;;
0.7407;0.0106;5;21.74;;;
0.7154;0.0164;4;40.77;;;
0.6639;0.0122;5;26.1;;;
0.8382;0.0104;2;26.32;;;
0.5771;0.0131;6;25.23;;;
0.656;0.0066;5;10.13;;;
0.4;0.0471;8;125.87;;;
0.5223;0.0084;6;13.66;;;
0.4;0.0229;9;52.3;;;
0.5976;0.0105;6;17.58;;;
0.449;0.0311;7;79.57;;;
0.7746;0.0114;3;26.06;;;
0.7416;0.0111;3;25.58;;;
0.4;0.0218;9;48.82;;;
0.476;0.027;7;65.89;;;
0.4584;0.0105;7;18.68;;;
0.4966;0.0182;6;43.85;;;
0.5368;0.0223;7;53.87;;;
0.5855;0.0181;6;41.2;;;
0.4523;0.0127;7;25.09;;;
0.6597;0.0116;5;23.34;;;
0.6965;0.018;5;44.97;;;
0.4546;0.0174;8;37.69;;;
0.6618;0.0082;5;14.32;;;
0.7781;0.0069;2;17.02;;;
0.6172;0.0135;5;31.04;;;
0.6055;0.0124;5;26.67;;;
0.5888;0.0141;7;28.84;;;
0.5645;0.0212;6;52.55;;;
0.4402;0.0108;8;16.99;;;
0.734;0.0101;3;23.28;;;
0.7239;0.004;2;5.69;;;
0.5355;0.0154;7;32.48;;;
0.6219;0.0132;6;27.33;;;
0.6022;0.01;6;17.19;;;
0.4251;0.0193;7;43.87;;;
0.4;0.0421;10;107.7;;;
0.4852;0.0339;8;87.26;;;
0.7116;0.0119;3;27.8;;;
0.7371;0.016;2;43.01;;;
0.5788;0.0172;7;37.24;;;
0.5621;0.0167;5;40.54;;;
0.5445;0.009;6;14.97;;;
0.5018;0.0221;8;51.46;;;
0.4671;0.0347;8;89.89;;;
0.4211;0.0212;8;48.52;;;
0.7813;0.0121;3;28.25;;;
0.7493;0.0133;4;30;;;
0.4;0.0336;9;82.53;;;
0.7706;0.0152;3;38.97;;;
0.424;0.0223;9;50.48;;;
0.6837;0.0062;4;9.57;;;
0.7053;0.025;4;65.72;;;
0.6;0.0173;5;40.59;;;
0.6362;0.01;3;22.53;;;
0.6844;0.0103;3;23.07;;;
0.7124;0.0106;4;22.49;;;
0.5622;0.0104;6;19.45;;;
0.849;0.0127;2;31.68;;;
0.594;0.0171;6;39.61;;;
0.4282;0.0227;8;52.24;;;
0.4;0.048;10;125.87;;;
0.6993;0.0142;3;32.92;;;
0.5984;0.0081;6;12.01;;;
0.671;0.0203;5;50.82;;;
0.5627;0.0122;6;22.04;;;
0.4;0.0358;9;90.58;;;
0.6085;0.0262;6;66.84;;;
0.5409;0.0201;7;48.28;;;
0.5386;0.016;5;37.65;;;
0.501;0.0196;7;46.11;;;
0.4988;0.0076;7;8.76;;;
0.5428;0.0142;6;29.53;;;
0.4857;0.0188;8;42.56;;;
0.6705;0.0211;6;52.18;;;
0.5424;0.022;7;53.16;;;
0.7449;0.0083;2;17.5;;;
0.5309;0.0143;5;33.04;;;
0.5864;0.0228;6;57.94;;;
0.8319;0.0133;2;34.18;;;
0.5543;0.011;6;21.2;;;
0.687;0.0249;4;66.06;;;
0.9339;0.0133;2;34.76;;;
0.4757;0.0313;8;78.35;;;
0.5395;0.044;8;116.82;;;
0.7528;0.0122;3;29.2;;;
0.5131;0.0116;7;21.1;;;
0.6512;0.0137;5;30.12;;;
0.5571;0.017;6;38.52;;;
0.7209;0.012;3;28.21;;;
0.5895;0.0284;6;72.54;;;
0.6829;0.0207;5;50.7;;;
0.4;0.0306;9;75.32;;;
0.4556;0.0309;9;75.54;;;
0.6799;0.0254;4;66.28;;;
0.6306;0.014;6;29.95;;;
0.9047;0.0131;2;32.07;;;
0.5468;0.0216;7;52.11;;;
0.4419;0.0103;7;17.54;;;
0.6191;0.0185;5;45.24;;;
0.6465;0.0133;6;28.34;;;
0.4974;0.0138;6;27.13;;;
0.4;0.021;8;48.12;;;
0.4;0.0397;10;99.21;;;
0.4391;0.0431;9;113.25;;;
0.6417;0.0173;4;41.42;;;
0.6481;0.0193;5;46.89;;;
0.5156;0.0158;6;36.88;;;
0.479;0.021;8;48.08;;;
0.4;0.0255;10;58.48;;;
0.4232;0.0249;8;58.36;;;
0.4112;0.0189;9;40.73;;;
0.4;0.0382;9;99.69;;;
0.7151;0.0109;3;24.25;;;
0.7495;0.0129;3;30.89;;;
0.6503;0.0178;6;41.36;;;
0.4;0.0171;10;32.59;;;
0.5893;0.0132;6;27.18;;;
0.6554;0.0137;5;30.2;;;
0.5844;0.0279;7;69.28;;;
0.4;0.0335;9;84.27;;;
0.6028;0.0215;5;56.36;;;
0.6231;0.0149;6;31.11;;;
0.5389;0.0348;6;91.19;;;
0.6052;0.0223;6;53.88;;;
0.8233;0.0178;3;47.3;;;
0.6478;0.0085;4;16.66;;;
0.621;0.0152;7;32.71;;;
0.7269;0.0081;5;14.56;;;
0.4;0.0211;9;45.88;;;
0.5593;0.0144;6;31.59;;;
0.5044;0.0249;8;58.94;;;
0.4;0.0421;10;108.75;;;
0.5453;0.022;7;51.47;;;
0.4;0.0355;9;88.87;;;
0.4782;0.0135;7;25.88;;;
0.7746;0.0082;4;15.63;;;
0.7491;0.0102;3;22.97;;;
0.5734;0.018;5;43.27;;;
0.4;0.0203;10;42.07;;;
0.7889;0.0101;4;22.4;;;
0.5766;0.0187;7;42.66;;;
0.63;0.0159;5;38.16;;;
0.7018;0.0094;4;20.24;;;
0.6878;0.0359;6;95.88;;;
0.6314;0.0163;5;40.74;;;
0.7316;0.017;4;41.4;;;
0.433;0.0335;8;84.98;;;
0.8205;0.0077;2;16.9;;;
0.5372;0.0234;7;58.4;;;
0.4;0.0407;10;105.08;;;
0.6945;0.0112;5;24;;;
0.4;0.0356;9;90.33;;;
0.4;0.0237;9;54.84;;;
0.4251;0.0186;9;39.76;;;
0.4;0.0311;10;74.69;;;
0.6914;0.0065;3;13.35;;;
0.657;0.0217;4;57.12;;;
0.5203;0.0181;6;41.63;;;
0.8681;0.0093;2;21.46;;;
0.6322;0.0078;4;14.2;;;
0.6991;0.0119;4;26.33;;;
0.8116;0.0063;3;11.97;;;
0.6195;0.029;4;79.23;;;
0.5709;0.011;6;22.72;;;
0.6111;0.0325;5;86.36;;;
0.4;0.0292;10;70.15;;;
0.7021;0.0164;5;38.85;;;
0.4679;0.0386;8;101.2;;;
0.4815;0.0285;7;72.7;;;
0.4745;0.0077;7;8.83;;;
0.4505;0.0182;8;39.16;;;
0.7443;0.0329;4;90.31;;;
0.4868;0.0142;7;30.69;;;
0.4182;0.0287;8;72.28;;;
0.5002;0.0124;7;23.68;;;
0.4926;0.0185;7;41.75;;;
0.4701;0.0192;8;41.5;;;
0.647;0.0177;5;44.74;;;
0.4917;0.0207;8;46.35;;;
0.4281;0.0116;9;17.17;;;
0.4403;0.022;8;51.5;;;
0.4;0.0147;10;24.73;;;
0.4455;0.0231;8;53.44;;;
0.6484;0.0228;5;58.56;;;
0.726;0.0162;3;42.08;;;
0.4221;0.0265;8;64.41;;;
0.6503;0.0185;4;47.4;;;
0.5162;0.0138;6;27.69;;;
0.4481;0.015;8;30.3;;;
0.4;0.0248;8;57.23;;;
0.4008;0.0201;9;43.34;;;
0.6918;0.0121;4;27.32;;;
0.4;0.0208;9;46.36;;;
0.4;0.0169;9;35.03;;;
0.5328;0.0301;8;75.55;;;
0.5546;0.0145;6;31.6;;;
0.4778;0.0098;6;16.25;;;
0.7278;0.0106;5;22.2;;;
0.4;0.0215;10;47.6;;;
0.7436;0.0248;4;66.42;;;
0.4016;0.0223;9;50.48;;;
0.8731;0.0125;2;30.08;;;
0.4012;0.0113;9;18.03;;;
0.8319;0.0099;2;22.77;;;
